mass,x,y,z,vx,vy,vz
0.1082134222232682,0.012319784712555473,-0.8569867407037203,2.96355687371982,1.2483298204904267,-0.7913858433142239,0.3493352030721131
0.3009023261366505,-0.0005150236946389945,-0.23612606389263563,0.4343428989070988,-1.9473747506381445,-1.4233171712638968,-0.08692315462403406
0.12437624380755713,0.5727914846434491,0.3709184088738589,-0.049114128620174634,-2.3996003835457898,0.09298533203308793,0.13715748742283165
0.11211322787617928,-0.8390680332590587,0.5669150920092203,-0.9521999087788651,2.3460521476289746,-1.1651438630553428,2.384258478113226
0.13630078731229933,0.1631795756742973,-0.2559397584242988,1.1343326522027353,-1.3504122021362048,1.529882728011743,-1.0026967517422531
0.1068917677219077,3.405089456680119,0.40972433768605443,-1.1102561481800663,-0.4071109275125032,0.2951522793681965,-0.4047497627952103
0.23568423733512658,-18.987213510715417,-18.72225358826832,11.646424715205521,1.7558607670152588,-1.4052311571403748,-1.9033518408135977
0.35380617006176057,-0.7058987857587836,-1.401794370406044,-3.709391041956605,-0.22277288473394424,-0.10441723346242027,1.6151330884061397
2.2633346433701753,1.385121226545667,0.3629954321910143,-0.6566499026021927,0.10522658049683259,-0.22943663622529273,0.7079574384394434
0.2174001208799387,-0.4205330134646436,-0.2603444486328752,0.24877597869911977,-1.306433849494722,0.7229284026099275,-0.5713021211702056
0.12057459157484925,-0.4660094490265591,3.185680604954869,-1.0820252177816858,0.5825291461266154,2.2579025397179007,0.7084966403400665
0.18450500078297127,-0.3230481742752786,-0.20734055602205534,-0.4827556859449096,1.0340774481057453,-1.3174658454241839,1.322920473414689
0.18342128917151912,2.2591573073276394,1.2381593707636982,-8.099344935293487,0.22219891908115752,-0.9540722612046184,2.251474081203212
0.12276664412839548,-0.5792388581060429,0.006963012786888112,1.7291871571155066,-1.4736694901495422,1.3487558538424522,2.3721418986300384
0.10973092897471605,-0.32668232149406407,0.7544646472010217,0.09221072820139332,-0.6242064127072842,0.3747025092195042,0.2454007583800544
0.17033706559709158,0.27359843039546006,-1.4803861882049303,-0.16199201788449386,-0.03131372921958222,-2.068056038800904,-0.2818574796812133
0.11353202285790394,-0.18364169771162867,0.04935648173534374,0.4931585988559605,1.6234741756976685,-0.07527146916502776,0.9491335184385508
0.17952248116147326,-1.0763054266043315,-0.4398166686309428,0.24102691281995905,1.1331543029462652,-3.3634349523492966,-1.6656111746116917
0.1457068460242247,0.439484767325504,0.28592736768245763,1.6755813400469026,1.2756912187573175,-0.6326776845852952,-0.5951765206013864
0.24513637164212673,1.7604397214244445,0.16762618029326418,1.4292452040433798,-1.4232354303284744,-0.7733702250266454,-2.1474242150067613
0.14318399361835007,1.9567983475617843,-1.1973209436001582,-1.058535115824095,-2.970439857086585,-0.4380818723624152,0.6328644504772496
0.9454472526141177,0.1408952976222419,-0.28211045703763354,-0.24651005779803078,0.22284151120917428,-0.6777014311969174,2.1996618341656027
0.31750743635422796,-0.5407261250254581,0.25424320145176127,-0.2555796307332551,-1.3951918986168923,0.9073988051497296,1.0722159548353956
0.205516926497357,-1.1173701180905526,2.3301815741825735,5.026364089340546,-2.1173725314287637,-0.8943060798318327,0.4309787333776801
0.20846736193375517,0.21600405435424502,-0.0604773787611583,-0.18716004440193101,-1.1156248051195843,1.7310370198581135,0.1122541733560987
0.2208233830992633,0.44981389908758984,0.8922224689755655,-0.8331654261932399,-0.7946596669315557,-1.5233613010028482,-0.4038161086975688
0.12718440745663595,-0.5973228392793369,0.02279062242527609,-0.1276606341892213,1.018704986872864,0.8981034320324467,0.27949984464250427
0.2905743406120224,-0.797909032228158,-0.05543588414305429,-0.1164840892971944,-0.10929932976763865,0.10989291637018406,-0.6472918733861331
0.1296936327257346,-0.9541693456082075,-0.9638786406831525,0.3139597042775765,-0.019433366416934172,-0.9489072100182384,0.3201318736983861
0.25867914350513066,-20.066259759360584,-22.13346490957922,17.337172836663886,1.5858433515948958,-0.13375217416257165,0.7328689884300734
0.10528699032165839,-0.22732945064756352,1.4769105827100268,-0.14671680872825624,0.49145265000899346,-0.7206759876486645,-0.4465397329745539
0.24606652787701452,-0.7740943903159533,0.144272767884615,0.05239118578412285,0.5338681433137148,0.9738392695773307,-1.0073850021982675
0.1854992886039273,-0.6041380192983894,-0.7484063300194138,-0.07867342730843421,-1.1684233866815497,1.942734224453046,-0.786457613301232
0.18602942873569822,-0.9902059497053236,-0.6376013332899384,-0.5623324666313282,0.7970029392404054,-1.633387247400246,0.10524151210727312
0.13871398433109725,0.27820174304085343,-0.7030191825839757,0.2089971429764442,2.7416775956819124,1.1557211498920685,2.965890624416624
0.11568999701639762,-0.08062763795618474,-0.9247327935348636,-0.30908255587116945,2.623719835699248,-0.9515937082071049,-2.2944331991851343
0.18230316414324738,0.3921076006903267,-0.3723691439108665,-0.8070987682120909,-0.6316348585911682,2.09957107922674,1.1421964361169996
0.10417344018157691,-1.5299021965895554,-1.0914753698996469,2.9731796023712467,0.05284067788038239,-0.05542589747123612,0.6704041228223343
0.3830250044646254,-0.827843067311925,-0.016307466630400416,0.458874929326494,1.5952185254699198,0.8035674328591098,-0.7794324291909992
0.25984256664889815,-0.6730430845508439,1.0007576220313479,-1.8535110880220802,-1.7073330783284337,0.9418256155371343,-2.1627978582224703
0.10353559512098585,0.11199781790248112,-0.5943705530946883,0.4947505448665269,-0.42530674168219096,1.3210843363754534,0.05204849458691798
0.10631588746646689,0.6737749890544256,0.09528872737633884,-1.0598486215350302,-0.25478153897310896,-1.2103095518943325,-0.7973275694514821
0.10080297501670403,-0.5290006601603665,1.8096514325649449,-0.4288696666081608,-0.1888852341225197,-2.4989444091964628,0.8001121691169443
5.275046370538312,-0.8959989955612667,1.0820055173155314,-0.08937440166507467,0.8733395879084496,0.3235876889532143,1.145601325307703
0.20211866565961256,-0.33276020516568194,0.4013626149714718,0.059665585817785645,2.0858635597492534,-0.60299545191967,0.4404845676299732
0.11646225642929627,-0.4168406644090926,2.6269263525185975,-0.13726052586347098,0.0037167491017524403,0.9170648281654687,1.2573590851205678
0.14170051380661422,-0.9254156597826757,0.3159371879644827,-0.23415107617435318,1.8957982237318796,-0.5109171941513747,0.1772759583222721
0.46339382087463676,-0.967791493601509,-1.2907986970713359,-0.36583871799266526,0.37489449404360375,1.4595289440344823,-1.7401666750598723
